category,country,first_issuance_at,first_retirement_at,is_compliance,issued,listed_at,name,project_id,project_type,project_type_source,project_url,proponent,protocol,registry,retired,status
forest,United States,2023-05-02 00:00:00+00:00,2023-08-24 00:00:00+00:00,FALSE,146731,,Anew - Two-Hearted Forestry Project,ACR673,Improved Forest Management,berkeley,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=673,,['acr-ifm-nonfed'],american-carbon-registry,25670,registered
forest,China,2021-01-12 00:00:00+00:00,2021-09-20 00:00:00+00:00,FALSE,1727894,,Guinan Afforestation Project,VCS2070,Afforestation + Reforestation,berkeley,https://registry.verra.org/app/projectDetail/VCS/2070,"Guizhou Baiheng Fertiliser Co., Ltd",['ar-acm0003'],verra,1480154,unknown
forest,United States,2023-06-24 00:00:00+00:00,,FALSE,92970,,Anew - Superior Watershed Forestry Project,ACR677,Improved Forest Management,berkeley,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=677,,['acr-ifm-nonfed'],american-carbon-registry,0,registered
forest,United States,2025-01-30 00:00:00+00:00,,FALSE,263714,,Anew - Washburn County Forestry Project,ACR679,Improved Forest Management,carbonplan,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=679,,['acr-ifm-nonfed'],american-carbon-registry,0,registered
forest,China,2020-11-10 00:00:00+00:00,2021-12-13 00:00:00+00:00,FALSE,932144,,Hubei Hongshan IFM (Conversion of Logged to Protected Forest) Project,VCS1935,Improved Forest Management,berkeley,https://registry.verra.org/app/projectDetail/VCS/1935,"Zhejiang Zhongzheng Forestry Development Co.,Ltd",['vm0010'],verra,532510,unknown
forest,China,2021-05-11 00:00:00+00:00,2022-01-13 00:00:00+00:00,FALSE,418299,,Henan Nanzhao Afforestation Project,VCS1930,Afforestation + Reforestation,berkeley,https://registry.verra.org/app/projectDetail/VCS/1930,"Beijing Pingtouge Forestry Carbon Technology Development Co.,Ltd",['ar-acm0003'],verra,191741,completed
forest,Canada,2024-01-12 00:00:00+00:00,2024-02-07 00:00:00+00:00,FALSE,544244,,Anew - Quinte Forestry Project,ACR680,Improved Forest Management,berkeley,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=680,,['acr-canada-forest'],american-carbon-registry,69319,registered
forest,United States,2020-12-03 00:00:00+00:00,2020-12-03 00:00:00+00:00,FALSE,63692,,King County Rural Forest Carbon Project,VCS1911,Improved Forest Management,berkeley,https://registry.verra.org/app/projectDetail/VCS/1911,"King County Department of Natural Resources, Water and Land Division",['vm0012'],verra,63242,unknown
forest,United States,2023-10-23 00:00:00+00:00,2025-02-25 00:00:00+00:00,FALSE,72536,,Anew - Sylvania Forestry Project,ACR681,Improved Forest Management,berkeley,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=681,,['acr-ifm-nonfed'],american-carbon-registry,58336,registered
forest,Indonesia,2019-12-17 00:00:00+00:00,2019-12-17 00:00:00+00:00,FALSE,2638073,,Sumatra Merang Peatland Project (SMPP),VCS1899,REDD+,berkeley,https://registry.verra.org/app/projectDetail/VCS/1899,Multiple Proponents,['vm0007'],verra,2561067,unknown
forest,United States,2024-07-17 00:00:00+00:00,2025-02-25 00:00:00+00:00,FALSE,53723,,Anew - McCoy Forestry Project,ACR683,Improved Forest Management,berkeley,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=683,,['acr-ifm-nonfed'],american-carbon-registry,16766,registered
forest,China,2021-07-30 00:00:00+00:00,2021-07-30 00:00:00+00:00,FALSE,250838,,Jilin Linjiang Afforestation Project,VCS1895,Afforestation + Reforestation,berkeley,https://registry.verra.org/app/projectDetail/VCS/1895,"Jilin Forest Industry Environmental Technology Co., Ltd.",['ar-acm0003'],verra,250838,unknown
forest,United States,2025-01-22 00:00:00+00:00,,FALSE,261614,,Anew â€“ Rusk County Forestry Project,ACR684,Improved Forest Management,carbonplan,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=684,,['acr-ifm-nonfed'],american-carbon-registry,0,registered
forest,Peru,2020-01-16 00:00:00+00:00,2020-01-16 00:00:00+00:00,FALSE,316458,,REDD+ PROJECT IN THE ALTO HUAYABAMBA CONSERVATION CONCESSION (CCAH),VCS1882,REDD+,berkeley,https://registry.verra.org/app/projectDetail/VCS/1882,Asociacion Amazonicos por la AmazonÃ­a,['vm0015'],verra,314993,unknown
forest,China,2020-11-06 00:00:00+00:00,2020-11-06 00:00:00+00:00,FALSE,348219,,XinJiang Makit County Afforestation Carbon Sequestration Project,VCS1866,Afforestation + Reforestation,berkeley,https://registry.verra.org/app/projectDetail/VCS/1866,"Makit Base Junlian Cotton Industry Co., Ltd.",['ar-acm0003'],verra,348219,unknown
forest,China,2021-02-10 00:00:00+00:00,2021-02-10 00:00:00+00:00,FALSE,170715,,Puzhen Afforestation Project in Guizhou Province,VCS1864,Afforestation + Reforestation,berkeley,https://registry.verra.org/app/projectDetail/VCS/1864,"Guizhou Baiheng Fertiliser Co., Ltd",['ar-acm0003'],verra,170715,unknown
forest,China,2020-07-03 00:00:00+00:00,2020-11-02 00:00:00+00:00,FALSE,1127803,,Xiguan Afforestation Project in Guizhou Province,VCS1865,Afforestation + Reforestation,berkeley,https://registry.verra.org/app/projectDetail/VCS/1865,"Guizhou Baiheng Fertiliser Co., Ltd",['ar-acm0003'],verra,629157,unknown
forest,United States,2024-04-10 00:00:00+00:00,2024-11-21 00:00:00+00:00,FALSE,435200,,Anew â€“ Iron County Forestry Project,ACR685,Improved Forest Management,berkeley,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=685,,['acr-ifm-nonfed'],american-carbon-registry,50000,registered
forest,China,2021-12-16 00:00:00+00:00,2021-12-16 00:00:00+00:00,FALSE,904679,,Hechu Afforestation Project in Anhui Province,VCS1855,Afforestation + Reforestation,berkeley,https://registry.verra.org/app/projectDetail/VCS/1855,"Hefei Zhuoya Landscaping Engineering Co., Ltd.",['ar-acm0003'],verra,730657,completed
forest,China,2020-04-03 00:00:00+00:00,2021-04-29 00:00:00+00:00,FALSE,1394041,,Qianxinan Afforestation Project in Guizhou Province,VCS1847,Afforestation + Reforestation,berkeley,https://registry.verra.org/app/projectDetail/VCS/1847,"Guizhou Baiheng Fertiliser Co., Ltd",['ar-acm0003'],verra,804997,unknown
forest,Uruguay,2020-11-09 00:00:00+00:00,2020-11-18 00:00:00+00:00,FALSE,685011,,EDS GREEN CARBON PROJECT,VCS920,Afforestation + Reforestation,berkeley,https://registry.verra.org/app/projectDetail/VCS/920,Fideicomiso Financiero Eucalyptus Del Sur,['ar-acm0001'],verra,35019,unknown
forest,China,2020-10-01 00:00:00+00:00,2020-10-01 00:00:00+00:00,FALSE,87535,,Haidong Afforestation Project,VCS1832,Afforestation + Reforestation,berkeley,https://registry.verra.org/app/projectDetail/VCS/1832,"Qinghai Forestry Ecological Construction and Investment Co., Ltd.",['ar-acm0003'],verra,87535,unknown
forest,China,2020-11-06 00:00:00+00:00,2020-11-06 00:00:00+00:00,FALSE,83792,,Afforestation Project in Xining City,VCS1825,Afforestation + Reforestation,berkeley,https://registry.verra.org/app/projectDetail/VCS/1825,"Qinghai Forestry Ecological Construction and Investment Co., Ltd.",['ar-acm0003'],verra,83792,unknown
forest,United States,2023-12-06 00:00:00+00:00,2024-11-15 00:00:00+00:00,FALSE,41263,,Anew - Hartwood Forestry Project,ACR687,Improved Forest Management,berkeley,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=687,,['acr-ifm-nonfed'],american-carbon-registry,12166,registered
forest,United States,2024-04-03 00:00:00+00:00,2024-10-17 00:00:00+00:00,FALSE,569499,,Anew - Michigan DNR Wolverine Copper Forestry Project,ACR690,Improved Forest Management,berkeley,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=690,,['acr-ifm-nonfed'],american-carbon-registry,3055,registered
forest,United States,2023-06-08 00:00:00+00:00,2024-01-02 00:00:00+00:00,FALSE,770071,,Anew - Katahdin Forestry Project,ACR698,Improved Forest Management,berkeley,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=698,,['acr-ifm-nonfed'],american-carbon-registry,753582,registered
forest,Zambia,2019-11-27 00:00:00+00:00,2019-11-27 00:00:00+00:00,FALSE,9383511,,Luangwa Community Forests Project,VCS1775,REDD+,berkeley,https://registry.verra.org/app/projectDetail/VCS/1775,Multiple Proponents,['vm0009'],verra,7958304,unknown
forest,United States,2023-12-08 00:00:00+00:00,2024-01-18 00:00:00+00:00,FALSE,85006,,Anew - Longview Ranch Forestry Project,ACR699,Improved Forest Management,berkeley,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=699,,['acr-ifm-nonfed'],american-carbon-registry,85006,registered
forest,United States,2022-12-07 00:00:00+00:00,2023-12-22 00:00:00+00:00,FALSE,2707858,,Finite Carbon - Windrock Land Company IFM,ACR701,Improved Forest Management,berkeley,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=701,,['acr-ifm-nonfed'],american-carbon-registry,60719,registered
forest,United States,2025-01-09 00:00:00+00:00,,FALSE,81749,,Wildlands Carbon Initiative,ACR704,Improved Forest Management,carbonplan,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=704,,['acr-ifm-nonfed'],american-carbon-registry,0,registered
forest,United States,2023-12-13 00:00:00+00:00,2024-10-07 00:00:00+00:00,FALSE,555341,,Anew - Empire Riverlands Forestry Project,ACR705,Improved Forest Management,berkeley,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=705,,['acr-ifm-nonfed'],american-carbon-registry,33405,registered
forest,United States,2024-04-19 00:00:00+00:00,2024-05-08 00:00:00+00:00,FALSE,289948,,ILTF/NICC & Mississippi Band of Choctaw Indians Forest Carbon Project,ACR716,Improved Forest Management,berkeley,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=716,,['acr-ifm-nonfed'],american-carbon-registry,91331,registered
forest,United States,2025-02-04 00:00:00+00:00,2025-05-07 00:00:00+00:00,FALSE,230747,,Anew - Cole & Crane Forestry Project,ACR718,Improved Forest Management,berkeley,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=718,,['acr-ifm-nonfed'],american-carbon-registry,897,registered
land-use,Myanmar,2018-11-18 00:00:00+00:00,2018-12-06 00:00:00+00:00,FALSE,211636,,"Reforestation and Restoration of degraded mangrove lands, sustainable livelihoods and community development in Myanmar",VCS1764,Wetland,berkeley,https://registry.verra.org/app/projectDetail/VCS/1764,Worldview International Foundation,['ar-am0014'],verra,195741,unknown
forest,United States,2025-02-07 00:00:00+00:00,,FALSE,39140,,Anew - Woodbury Forestry Project,ACR720,Improved Forest Management,carbonplan,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=720,,['acr-ifm-nonfed'],american-carbon-registry,0,registered
forest,Australia,2011-09-12 00:00:00+00:00,2011-12-22 00:00:00+00:00,FALSE,395779,,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,VCS641,Improved Forest Management,berkeley,https://registry.verra.org/app/projectDetail/VCS/641,Multiple Proponents,['vm0010'],verra,393697,unknown
forest,United States,2023-09-19 00:00:00+00:00,2023-12-23 00:00:00+00:00,FALSE,96830,,Kibby Skinner IFM Project,ACR721,Improved Forest Management,berkeley,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=721,,['acr-ifm-nonfed'],american-carbon-registry,81999,registered
forest,United States,2024-11-08 00:00:00+00:00,,FALSE,35713,,North Florida Land Trust Forest Conservation,ACR722,Improved Forest Management,berkeley,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=722,,['acr-ifm-nonfed'],american-carbon-registry,0,registered
forest,United States,2023-04-06 00:00:00+00:00,2023-05-01 00:00:00+00:00,FALSE,123651,,Scott River Shackleford IFM Project,ACR732,Improved Forest Management,berkeley,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=732,,['acr-ifm-nonfed'],american-carbon-registry,38748,registered
forest,United States,2023-05-02 00:00:00+00:00,2023-10-30 00:00:00+00:00,FALSE,229288,,Scott River Whiskey IFM Project,ACR733,Improved Forest Management,berkeley,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=733,,['acr-ifm-nonfed'],american-carbon-registry,132614,registered
forest,United States,2023-05-19 00:00:00+00:00,2024-12-16 00:00:00+00:00,FALSE,97490,,Scott River Wildcat IFM Project,ACR734,Improved Forest Management,berkeley,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=734,,['acr-ifm-nonfed'],american-carbon-registry,15669,registered
forest,Uruguay,2016-03-21 00:00:00+00:00,2016-03-21 00:00:00+00:00,FALSE,1744559,,â€˜El Arriero â€™ Afforestation on degraded grasslands under extensive grazing project,VCS961,Afforestation + Reforestation,berkeley,https://registry.verra.org/app/projectDetail/VCS/961,Forestal El Arriero SRL,['ar-acm0001'],verra,918738,unknown
forest,United States,2023-03-08 00:00:00+00:00,2025-04-04 00:00:00+00:00,FALSE,216776,,Finite Carbon - Loon Echo and Mahoosuc Land Trusts IFM,ACR735,Improved Forest Management,berkeley,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=735,,['acr-ifm-nonfed'],american-carbon-registry,700,registered
forest,United States,2023-12-19 00:00:00+00:00,,FALSE,13490,,Green Diamond Resource Company Lost Trail IFM,ACR753,Improved Forest Management,berkeley,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=753,,['acr-ifm-nonfed'],american-carbon-registry,0,registered
forest,Madagascar,2017-08-09 00:00:00+00:00,2020-01-23 00:00:00+00:00,FALSE,3915496,,"Carbon Emissions Reduction Project in the Corridor Ankeniheny-Zahamena (CAZ) Protected Area, Madagascar",VCS1311,REDD+,berkeley,https://registry.verra.org/app/projectDetail/VCS/1311,"Govt. of Madagascar, Direction Generale des Forets",['vm0015'],verra,30290,unknown
forest,China,2020-03-13 00:00:00+00:00,2022-03-24 00:00:00+00:00,FALSE,336631,,Yunnan Xishuangbanna Improved Forest Management Project,VCS1664,Improved Forest Management,berkeley,https://registry.verra.org/app/projectDetail/VCS/1664,"Xishuangbanna Forestry Bureau of Yunnan province, P.R.China.",['vm0010'],verra,206904,unknown
forest,Brazil,2019-08-27 00:00:00+00:00,2019-08-27 00:00:00+00:00,FALSE,199352,,Fazenda Sao Paulo Afforestation,VCS1663,Afforestation + Reforestation,berkeley,https://registry.verra.org/app/projectDetail/VCS/1663,MARONESE SERVICOS AGRICOLAS E LOCACAO LTDA,['ar-acm0003'],verra,139580,unknown
forest,Brazil,2019-12-26 00:00:00+00:00,2020-01-08 00:00:00+00:00,FALSE,1264031,,Fortaleza Ituxi REDD Project,VCS1654,REDD+,berkeley,https://registry.verra.org/app/projectDetail/VCS/1654,Fazenda Nossa Senhora das Cachoeiras do Ituxi,['vm0015'],verra,1151553,unknown
forest,United States,2023-06-03 00:00:00+00:00,2024-03-20 00:00:00+00:00,FALSE,197868,,Anew - Allagash Headwaters Forestry Project,ACR754,Improved Forest Management,berkeley,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=754,,['acr-ifm-nonfed'],american-carbon-registry,6957,registered
forest,Uganda,2012-12-03 00:00:00+00:00,2012-12-03 00:00:00+00:00,FALSE,245014,,"TIST Program in Uganda, VCS 001",VCS824,Afforestation + Reforestation,berkeley,https://registry.verra.org/app/projectDetail/VCS/824,Clean Air Action Corporation,['ar-ams0001'],verra,244505,unknown
forest,Uganda,2014-01-21 00:00:00+00:00,2014-01-21 00:00:00+00:00,FALSE,95277,,"TIST Program in Uganda, VCS 002",VCS825,Afforestation + Reforestation,berkeley,https://registry.verra.org/app/projectDetail/VCS/825,Clean Air Action Corporation,['ar-ams0001'],verra,95277,unknown
forest,United States,2024-08-13 00:00:00+00:00,2025-01-08 00:00:00+00:00,FALSE,387266,,Nuveen Upper Piedmont Conservation Area,ACR781,Improved Forest Management,berkeley,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=781,,['acr-ifm-nonfed'],american-carbon-registry,137,registered
forest,United States,2024-07-18 00:00:00+00:00,2024-10-30 00:00:00+00:00,FALSE,485415,,ILTF/NICC & Blackfeet Nation Forest Carbon Project,ACR782,Improved Forest Management,berkeley,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=782,,['acr-ifm-nonfed'],american-carbon-registry,133442,registered
forest,United States,2024-03-06 00:00:00+00:00,2024-07-02 00:00:00+00:00,FALSE,729149,,NativState â€“ S&J Taylor Forest Carbon Improved Forest Management Project,ACR783,Improved Forest Management,berkeley,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=783,,['acr-ifm-nonfed'],american-carbon-registry,41742,registered
forest,China,2017-06-13 00:00:00+00:00,2017-06-13 00:00:00+00:00,FALSE,1568,,"Reforestation Project in Yingjing County, Sichuan Province",VCS1332,Afforestation + Reforestation,berkeley,https://registry.verra.org/app/projectDetail/VCS/1332,Multiple Proponents,['ar-acm0003'],verra,1207,unknown
forest,Brazil,2020-04-24 00:00:00+00:00,2020-04-24 00:00:00+00:00,FALSE,182347,,Amazon Rio IFM,VCS1147,REDD+,berkeley,https://registry.verra.org/app/projectDetail/VCS/1147,Empresa Brasileira de Conservacao de Florestas (EBCF),['vm0011'],verra,180950,unknown
forest,United States,2024-04-03 00:00:00+00:00,2025-04-09 00:00:00+00:00,FALSE,141149,,Finite Carbon - Bessey Development Company IFM,ACR785,Improved Forest Management,berkeley,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=785,,['acr-ifm-nonfed'],american-carbon-registry,1176,registered
forest,United States,2024-04-30 00:00:00+00:00,,FALSE,128909,,Finite Carbon - Scott Woodlands IFM,ACR786,Improved Forest Management,berkeley,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=786,,['acr-ifm-nonfed'],american-carbon-registry,0,registered
forest,India,2015-09-11 00:00:00+00:00,2015-09-11 00:00:00+00:00,FALSE,207008,,"TIST Program in India, VCS-001",VCS994,Afforestation + Reforestation,berkeley,https://registry.verra.org/app/projectDetail/VCS/994,Clean Air Action Corporation,['ar-ams0001'],verra,181550,unknown
forest,United States,2024-11-01 00:00:00+00:00,2024-11-08 00:00:00+00:00,FALSE,113128,,Finite Carbon - Appalachian Carbon Exchange IFM,ACR790,Improved Forest Management,berkeley,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=790,,['acr-ifm-nonfed'],american-carbon-registry,88486,registered
forest,United States,2025-04-28 00:00:00+00:00,,FALSE,99096,,NativState - Mixed Upland Forests of the Ozarks & Ouachita Mountains (PDA),ACR801,Improved Forest Management,berkeley,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=801,,['acr-ifm-nonfed'],american-carbon-registry,0,registered
forest,Peru,2012-09-28 00:00:00+00:00,2012-09-28 00:00:00+00:00,FALSE,42625,,"Reforestation of pastures in Campo Verde with native species, Pucallpa, Peru",VCS658,Afforestation + Reforestation,berkeley,https://registry.verra.org/app/projectDetail/VCS/658,Bosques AmazÃ³nicos,['ar-am0003'],verra,42625,unknown
forest,United States,2025-02-25 00:00:00+00:00,2025-03-07 00:00:00+00:00,FALSE,183881,,Coastal Edge IFM,ACR821,Improved Forest Management,berkeley,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=821,,['acr-ifm-nonfed'],american-carbon-registry,59320,registered
